otu	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	chimera.uchime	chimera.slayer	RDP_Domain	RDP_Domain_conf	RDP_Phylum	RDP_Phylum_conf	RDP_Class	RDP_Class_conf	RDP_Order	RDP_Order_conf	RDP_Family	RDP_Family_conf	RDP_Genus	RDP_Genus_conf	SILVA_Taxonomy	evalue	match
3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	97	Flavobacteriales	97	Cryomorphaceae	73	Owenweeksia	49	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured marine bacterium	6e-133	39794
3334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	99	Planctomycetes	27	Planctomycetacia	27	Planctomycetales	27	Planctomycetaceae	27	Isosphaera	14	Bacteria;Planctomycetes;OM190;uncultured organism	3e-61	37138
3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	98	Deltaproteobacteria	94	Myxococcales	92	Haliangiaceae	50	Haliangium	50	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystineae;uncultured;uncultured delta proteobacterium	8e-114	68911
3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	N	N	Bacteria	100	Proteobacteria	51	Deltaproteobacteria	15	Myxococcales	15	Kofleriaceae	10	Kofleria	10	Bacteria;Planctomycetes;OM190;uncultured bacterium	2e-99	112505
3338	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	N	N	Bacteria	100	Chlamydiae	95	Chlamydiae	95	Chlamydiales	95	Simkaniaceae	71	Simkania	71	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Fritschea;Candidatus Fritschea eriococci	2e-130	41486
3356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	N	N	Bacteria	100	Proteobacteria	95	Gammaproteobacteria	78	Gammaproteobacteria_incertae_sedis	32	Thioprofundum	15	Thioprofundum	15	Bacteria;Proteobacteria;Gammaproteobacteria;CK-1C4-49;uncultured bacterium	3e-104	95818
3357	0	0	1	0	0	1	0	2	1	0	0	1	2	0	1	0	1	0	0	0	0	0	3	1	1	1	2	1	4	1	1	1	0	0	0	4	2	2	0	1	0	0	1	0	0	0	4	0	2	2	1	0	0	2	0	3	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	95	Thiotrichales	58	Piscirickettsiaceae	58	Methylophaga	57	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium KM3-174-C5	3e-116	48817
3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Thiotrichales	94	Piscirickettsiaceae	94	Methylophaga	94	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;Methylophaga alcalica	1e-121	92477
3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Gammaproteobacteria_incertae_sedis	96	Arenicella	82	Arenicella	82	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Arenicella;uncultured bacterium	2e-130	93351
3376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	96	Gammaproteobacteria	93	Xanthomonadales	35	Xanthomonadaceae	32	Ignatzschineria	30	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;ZD0405;uncultured bacterium	5e-121	36266
3382	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	82	Flavobacteriales	82	Cryomorphaceae	54	Owenweeksia	18	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured bacterium	1e-137	92172
3383	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	99	Bacteroidetes_incertae_sedis	23	Prolixibacter	15	Prolixibacter	15	Prolixibacter	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;uncultured;uncultured bacterium	3e-135	33858
3384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	32	Flavobacteriales	32	Cryomorphaceae	21	Fluviicola	18	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Owenweeksia;uncultured bacterium	3e-85	1581
3386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	98	Deltaproteobacteria	23	Myxococcales	18	Kofleriaceae	12	Kofleria	12	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured delta proteobacterium	2e-130	63623
3389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	95	Gammaproteobacteria	44	Enterobacteriales	21	Enterobacteriaceae	21	Mangrovibacter	17	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium	3e-104	72935
3390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	92	Alphaproteobacteria	48	Rhodobacterales	29	Rhodobacteraceae	29	Roseibacterium	5	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium	3e-104	108516
3393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	99	Sphingobacteria	91	Sphingobacteriales	91	Flammeovirgaceae	83	Fulvivirga	72	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;bacterium DG873	2e-80	98204
3395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	96	Deltaproteobacteria	87	Myxococcales	75	Myxococcaceae	6	Pyxidicoccus	6	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured delta proteobacterium	3e-104	34027
3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Proteobacteria	98	Deltaproteobacteria	91	Myxococcales	59	Polyangiaceae	34	Sorangium	27	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;uncultured;uncultured deep-sea bacterium	4e-91	41927
3397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	95	Deltaproteobacteria	77	Myxococcales	60	Phaselicystidaceae	45	Phaselicystis	45	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium	5e-121	64203
3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Deltaproteobacteria	98	Bdellovibrionales	97	Bacteriovoracaceae	97	Peredibacter	56	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Peredibacter;uncultured bacterium	2e-102	2966
3404	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	99	Alteromonadales	98	Alteromonadaceae	98	Aestuariibacter	20	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured gamma proteobacterium	2e-99	96994
3418	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	89	Gammaproteobacteria	62	Vibrionales	12	Vibrionaceae	12	Lucibacterium	11	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium	7e-105	34869
3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	100	Sphingobacteria	89	Sphingobacteriales	89	Flammeovirgaceae	88	Flexithrix	68	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Sediminitomix;Sediminitomix flava	8e-83	40442
3425	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	88	Gammaproteobacteria_incertae_sedis	75	Solimonas	70	Solimonas	70	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;uncultured marine bacterium	3e-104	16692
3426	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp4	100	Gp4	100	Gp4	100	Gp4	100	Bacteria;Acidobacteria;Acidobacteria;RB41;uncultured bacterium	9e-129	51713
3427	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp4	100	Gp4	100	Gp4	100	Gp4	100	Bacteria;Acidobacteria;Acidobacteria;RB41;uncultured bacterium	4e-140	98433
3428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp4	100	Gp4	100	Gp4	100	Gp4	100	Bacteria;Acidobacteria;Acidobacteria;Candidatus Chloracidobacterium;uncultured bacterium	3e-135	57844
3429	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	5	1	4	2	5	3	3	1	0	0	0	0	0	0	0	3	3	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp21	100	Gp21	100	Gp21	100	Gp21	100	Bacteria;Acidobacteria;Acidobacteria;BPC102;uncultured deep-sea bacterium	2e-126	65245
3430	0	0	0	0	0	1	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp6	100	Gp6	100	Gp6	100	Gp6	100	Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured Acidobacteriales bacterium	1e-134	96693
3431	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	57	Gammaproteobacteria	53	Oceanospirillales	45	Halomonadaceae	45	Modicisalibacter	13	Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured Acidobacteria bacterium HF4000_26D02	2e-95	60634
3432	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	N	N	Bacteria	100	Firmicutes	41	Clostridia	29	Clostridiales	22	Peptococcaceae I	6	Desulfitispora	6	Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium	7e-68	75605
3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	3	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	99	Planctomycetacia	99	Planctomycetales	99	Planctomycetaceae	99	Planctomyces	97	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured bacterium	2e-95	5029
3434	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	N	N	Bacteria	100	Planctomycetes	100	Planctomycetacia	100	Planctomycetales	100	Planctomycetaceae	100	Planctomyces	100	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured bacterium	5e-121	27360
3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	100	Planctomycetacia	100	Planctomycetales	100	Planctomycetaceae	100	Planctomyces	90	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured bacterium	2e-99	83900
3436	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	N	N	Bacteria	100	Chloroflexi	49	Dehalococcoidetes	44	Dehalogenimonas	44	Dehalogenimonas	44	Dehalogenimonas	44	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	1e-106	56958
3437	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	N	N	Bacteria	100	Firmicutes	48	Clostridia	44	Clostridiales	21	Clostridiales_Incertae Sedis III	15	Tepidanaerobacter	14	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexus sp.	7e-102	47578
3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Chloroflexi	52	Anaerolineae	50	Anaerolineales	50	Anaerolineaceae	50	Bellilinea	26	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured Chloroflexi bacterium	3e-135	75847
3439	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	N	N	Bacteria	100	Chloroflexi	16	Dehalococcoidetes	15	Dehalogenimonas	15	Dehalogenimonas	15	Dehalogenimonas	15	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	1e-118	58048
3440	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	N	N	Bacteria	100	Chloroflexi	47	Dehalococcoidetes	35	Dehalogenimonas	35	Dehalogenimonas	35	Dehalogenimonas	35	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	1e-87	44561
3441	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	99	Firmicutes	54	Bacilli	13	Bacillales	12	Paenibacillaceae 2	9	Oxalophagus	9	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	2e-92	73506
3442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	98	Chloroflexi	21	Thermomicrobia	11	Thermomicrobiales	9	Thermomicrobiaceae	9	Thermomicrobium	9	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured soil bacterium	4e-140	56708
3443	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Firmicutes	36	Clostridia	33	Clostridiales	26	Incertae Sedis III	12	Fervidicola	11	Bacteria;Chloroflexi;SAR202 clade;marine metagenome	3e-116	250
3444	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Firmicutes	48	Clostridia	45	Clostridiales	40	Ruminococcaceae	16	Fastidiosipila	10	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	5e-121	112041
3445	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	N	N	Bacteria	100	Acidobacteria	97	Acidobacteria_Gp3	97	Gp3	97	Gp3	97	Gp3	97	Bacteria;Acidobacteria;Acidobacteria;PAUC26f;uncultured bacterium	4e-140	7713
3446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp3	100	Gp3	100	Gp3	100	Gp3	100	Bacteria;Acidobacteria;Acidobacteria;Order Incertae Sedis;Family Incertae Sedis;Bryobacter;uncultured bacterium	9e-126	51391
3447	0	0	0	0	0	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	4	0	0	0	0	0	0	0	0	1	2	1	0	N	N	Bacteria	100	Deinococcus-Thermus	30	Deinococci	30	Thermales	30	Thermaceae	30	Marinithermus	25	Bacteria;Chloroflexi;SAR202 clade;marine metagenome	3e-116	250
3449	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	34	Clostridia	31	Thermoanaerobacterales	16	Thermoanaerobacteraceae	13	Desulfovirgula	7	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	3e-107	2114
3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	N	N	Bacteria	99	Deinococcus-Thermus	27	Deinococci	27	Thermales	27	Thermaceae	27	Vulcanithermus	25	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	1e-87	66064
3451	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	94	Actinobacteria	94	Solirubrobacterales	91	Solirubrobacteraceae	74	Solirubrobacter	74	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;480-2;uncultured Rubrobacteraceae bacterium	4e-128	44841
3452	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	80	Actinobacteria	80	Acidimicrobiales	73	Acidimicrobineae_incertae_sedis	50	Aciditerrimonas	50	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;marine metagenome	3e-138	53110
3453	0	1	0	4	0	4	1	3	0	1	0	1	0	2	0	3	0	0	0	0	0	1	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	N	N	Bacteria	100	Chloroflexi	24	Caldilineae	13	Caldilineales	13	Caldilineaceae	13	Caldilinea	13	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	2e-114	78268
3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	98	Deferribacteres	18	Deferribacteres	18	Deferribacterales	18	Deferribacteraceae	18	Calditerrivibrio	17	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	2e-123	24329
3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Actinomycetales	100	Streptomycetaceae	100	Streptomyces	100	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces globisporus subsp. globisporus	4e-140	86063
3456	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Actinomycetales	100	Streptosporangiaceae	89	Thermopolyspora	82	Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Thermopolyspora;compost metagenome	3e-135	28168
